,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type
47861,PG53125,"The War of Women, Volume 2","Dumas, Alexandre",1802.0,1870.0,['en'],14,"{'France -- History -- Louis XIV, 1643-1715 -- Fiction', 'Fronde -- Fiction'}",
47864,PG53128,The Indian Council in the Valley of the Walla-Walla. 1855,"Kip, Lawrence",1836.0,1899.0,['en'],10,"{'Indians of North America -- Washington (State)', 'Pacific Coast Indians, Wars with, 1847-1865', 'Walla Walla (Wash.) -- History'}",
47867,PG53130,"A Guide-Book of Florida and the South for Tourists, Invalids and Emigrants","Brinton, Daniel G. (Daniel Garrison)",1837.0,1899.0,['en'],24,"{'Southern States -- Guidebooks', 'Florida -- Guidebooks'}",
47871,PG53134,The Admiral's Daughter,"Lane, Margaret Stuart",,,['en'],27,"{'England -- Fiction', 'Historical fiction'}",
47872,PG53135,"The Halifax Catastrophe: Forty views showing extent of damage in Canada's historic city as the result of terrific explosion on Thursday, December 6th, 1917, which killed 1200 men, women and children, injured 3000 and rendered 6000 homeless, causing property damage of nearly $50,000,000",Royal Print & Litho Limited,,,['en'],10,"{'Halifax Explosion, Halifax, N.S., 1917', 'Halifax (N.S.) -- Description and travel'}",
47873,PG53136,Fig Culture: Edible Figs: Their Culture and Curing. Fig Culture in the Gulf States.,"Earle, F. S. (Franklin Sumner)",1856.0,1929.0,['en'],19,{'Fig'},
47875,PG53138,"The Jesuit Relations and Allied Documents, Vol. 7: Quebec, Hurons, Cape Breton, 1634-1635",,,,['en'],61,"{'Indians of North America -- Canada', 'Canada -- History -- To 1763 (New France)', 'Jesuits -- Missions', 'Jesuits -- North America'}",
47876,PG53139,"Maxims and Instructions for the Boiler Room: Useful to Engineers, Firemen & Mechanics; Relating to Steam Generators, Pumps, Appliances, Steam Heating, Practical Plumbing, etc.","Hawkins, N. (Nehemiah)",1833.0,1928.0,['en'],33,"{'Steam-boilers -- Handbooks, manuals, etc.'}",
47877,PG5313,The Herd Boy and His Hermit,"Yonge, Charlotte M. (Charlotte Mary)",1823.0,1901.0,['en'],17,"{'Clifford, Henry de Clifford, 14th lord, 1455?-1523 -- Fiction', 'Henry VI, King of England, 1421-1471 -- Fiction'}",
47878,PG53140,"Chickamauga and Chattanooga Battlefields: Chickamauga and Chattanooga National Military Park—Georgia, Tennessee","Sullivan, James R.",,,['en'],35,"{'Chickamauga and Chattanooga National Military Park (Ga. and Tenn.)', 'United States -- History -- Civil War, 1861-1865'}",
47879,PG53141,Popular Official Guide to the New York Zoological Park (September 1915): Thirteenth Edition,"Hornaday, William T. (William Temple)",1854.0,1937.0,['en'],13,{'New York Zoological Park'},
47880,PG53142,The Men of the Nineties,"Muddiman, Bernard",,,['en'],5,"{'English literature -- 19th century -- History and criticism', 'Art -- England'}",
47881,PG53143,"Henley's Twentieth Century Formulas, Recipes and Processes",,,,['en'],204,"{'Industrial arts', 'Formulas, recipes, etc.', 'Chemistry, Technical'}",
47882,PG53144,"Correspondence of the Family of Haddock, 1657-1719: The Camden Miscellany: Volume the Eighth",,,,['en'],23,{'Haddock family'},
47886,PG53148,Ballads of Bravery,,,,['en'],12,{'Poetry'},
47887,PG53149,"The Dyak chief, and other verses","Garrett, Erwin Clarkson",1879.0,1954.0,['en'],6,{'American poetry -- 20th century'},
47888,PG5314,Household Tales by Brothers Grimm,"Grimm, Jacob",1785.0,1863.0,['en'],995,{'Fairy tales -- Germany'},
47890,PG53151,In the Firing Line: Stories of the War by Land and Sea,"Adcock, Arthur St. John",1864.0,1930.0,['en'],37,"{'World War, 1914-1918'}",
47891,PG53152,Motor Tours in Wales & the Border Counties,"Stawell, Rodolph, Mrs.",1865.0,1949.0,['en'],5,{'Wales -- Description and travel'},
47892,PG53153,Snakes: Curiosities and Wonders of Serpent Life,"Hopley, Catherine Cooper",,,['en'],36,"{'Snakes', 'Animal behavior'}",
47895,PG53156,"Rhymes of Northern Bards: Being a Curious Collection of Old and New Songs and Poems, Peculiar to the Counties of Newcastle upon Tyne, Northumberland, and Durham",,,,['en'],22,"{'Ballads, English -- England, Northern -- Texts', 'England, Northern -- Poetry'}",
47896,PG53157,Wood and Stone: A Romance,"Powys, John Cowper",1872.0,1963.0,['en'],39,"{'Wessex (England) -- Fiction', 'Man-woman relationships -- Fiction'}",
47897,PG53158,The New Eldorado: A Summer Journey to Alaska,"Ballou, Maturin M. (Maturin Murray)",1820.0,1895.0,['en'],13,"{'West (U.S.) -- Description and travel', 'Alaska -- Description and travel'}",
47898,PG53159,The Old Irish World,"Green, Alice Stopford",1848.0,1929.0,['en'],12,"{'Ireland -- History', 'Ireland -- Civilization'}",
47901,PG53161,A View of Sir Isaac Newton's Philosophy,"Pemberton, Henry",1694.0,1771.0,['en'],33,"{'Newton, Isaac, 1642-1727. Principia'}",
47904,PG53164,The Standard Bearer,"Crockett, S. R. (Samuel Rutherford)",1860.0,1914.0,['en'],9,"{'Scotland -- History -- 17th century -- Fiction', 'Covenanters -- Fiction'}",
47906,PG53166,Dick and Dolly,"Wells, Carolyn",1862.0,1942.0,['en'],10,"{'Orphans -- Juvenile fiction', 'Aunts -- Juvenile fiction', 'Twins -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction', 'Children -- Juvenile fiction'}",
47909,PG53169,Ignorant Essays,"Dowling, Richard",1846.0,1898.0,['en'],14,{'Essays'},
47911,PG53170,Betrayed Armenia,"Apcar, Diana Agabeg",1859.0,1937.0,['en'],10,{'Armenia'},
47913,PG53172,Stargazing: Past and Present,"Lockyer, Norman, Sir",1836.0,1920.0,['en'],12,"{'Astronomy', 'Telescopes'}",
47915,PG53174,Æschylos Tragedies and Fragments,Aeschylus,-525.0,-456.0,['en'],53,"{'Mythology, Greek -- Drama', 'Aeschylus -- Translations into English'}",
47916,PG53175,The Scratch Pack,"Conyers, Dorothea",1873.0,1949.0,['en'],14,"{'Fox hunting -- Fiction', 'Spy stories', 'Mate selection -- Fiction', 'World War, 1914-1918 -- Ireland -- Fiction', 'Heiresses -- Fiction', 'Families -- Fiction'}",
47917,PG53176,Kasba (White Partridge): A Story of Hudson Bay,"Ray, George R.",1869.0,1935.0,['en'],6,{'Hudson Bay -- Fiction'},
47918,PG53177,Travels on the Amazon,"Wallace, Alfred Russel",1823.0,1913.0,['en'],24,"{'Amazon River Valley -- Description and travel', 'Natural history -- Amazon River Valley', 'Indians of South America -- Amazon River Valley'}",
47920,PG53179,Sea Plunder,"Stacpoole, H. De Vere (Henry De Vere)",1863.0,1951.0,['en'],25,{'Sailors -- Fiction'},
47921,PG5317,Through the Magic Door,"Doyle, Arthur Conan",1859.0,1930.0,['en'],66,{'Books and reading -- Great Britain'},
47924,PG53182,"The Sorceress, v. 3 of 3","Oliphant, Mrs. (Margaret)",1828.0,1897.0,['en'],5,{'Fiction'},
47928,PG53186,"Life of James Buchanan, Fifteenth President of the United States. v. 1 (of 2)","Curtis, George Ticknor",1812.0,1894.0,['en'],20,"{'Buchanan, James, 1791-1868'}",
47930,PG53188,"The American Missionary — Volume 32, No. 05, May, 1878",Various,,,['en'],9,"{'Congregational churches -- Missions -- Periodicals', 'Home missions -- Periodicals'}",
47931,PG53189,The History of Parliamentary Taxation in England,"Morgan, Shepard Ashman",,,['en'],10,"{'Taxation -- Great Britain', 'Taxation -- Great Britain -- History'}",
47933,PG53190,Absurd Ditties,"Farrow, G. E. (George Edward)",1866.0,,['en'],31,"{'English wit and humor', 'Humorous poetry, English'}",
47934,PG53191,William Jennings Bryan: A Concise But Complete Story of His Life and Services,"Newbranch, Harvey Ellsworth",,,['en'],7,"{'Bryan, William Jennings, 1860-1925'}",
47935,PG53192,A Texas Blue Bonnet,"Jacobs, Caroline Emilia",1872.0,1909.0,['en'],11,"{'Ranch life -- Juvenile fiction', 'Families -- Juvenile fiction', 'Bildungsromans', 'Texas -- Juvenile fiction', 'Young women -- Juvenile fiction'}",
47937,PG53194,The Story of the Scottish Covenants in Outline,"Fleming, David Hay",1849.0,1931.0,['en'],11,"{'Scotland -- Church history', 'Covenanters -- Scotland -- History', 'Covenanters', 'Covenants (Church polity)'}",
47939,PG53196,Annabel: A Novel for Young Folks,"Baum, L. Frank (Lyman Frank)",1856.0,1919.0,['en'],35,"{'Fraud -- Juvenile fiction', 'Mystery and detective stories', 'Family -- Juvenile fiction', 'Young women -- Social life and customs -- Juvenile fiction'}",
47941,PG53198,Penny Allen and the Mystery of the Hidden Treasure,"McKechnie, Jean L. (Jean Lyttleton)",1925.0,,['en'],19,"{'Mystery and detective stories', 'Treasure troves -- Juvenile fiction', 'Vacation homes -- Juvenile fiction', 'First loves -- Juvenile fiction', 'Michigan -- Juvenile fiction', 'Family -- Juvenile fiction'}",
47942,PG53199,Practical Points in Anesthesia,"Neef, Frederick-Emil",,,['en'],33,{'Anesthetics'},
47945,PG53200,The Camp Fire Girls by the Blue Lagoon,"Vandercook, Margaret",1876.0,1958.0,['en'],14,"{'Young women -- Societies and clubs -- Juvenile fiction', 'New York (N.Y.) -- Description and travel -- Juvenile fiction', 'Camp Fire Girls -- Juvenile fiction', 'Young women -- Social life and customs -- Juvenile fiction', 'First loves -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction'}",
47947,PG53202,A Mechanical Account of Poisons in Several Essays,"Mead, Richard",1673.0,1754.0,['en'],16,"{'Venom -- Physiological effect -- Early works to 1800', 'Poisons -- Early works to 1800'}",
47948,PG53203,"Complete Treatise on the mare and foal at the time of delivery, with illustrations.: Also on cows and calves, with stallion and mare, when diseased by Gonorrhea (clap) or Pox, also Diarrhea and Costiveness in Colts.","Mitchell, Conrad",,,['en'],12,"{'Horses -- Breeding', 'Mares', 'Horses -- Diseases', 'Foals', 'Veterinary gynecology', 'Veterinary obstetrics'}",
47949,PG53204,Incaland: A Story of Adventure in the Interior of Peru and the Closing Chapters of the War with Chile,"Wetmore, Claude H.",1863.0,1944.0,['en'],12,"{'War of the Pacific, 1879-1884 -- Fiction'}",
47951,PG53206,Selections from Modern Poets: Made by J. C. Squire,,,,['en'],42,{'English poetry -- 20th century'},
47956,PG53210,Canterbury,"Shore, W. Teignmouth (William Teignmouth)",1865.0,1932.0,['en'],16,{'Canterbury (England) -- Description and travel'},
47958,PG53212,"Eclectic Magazine of Foreign Literature, Science, and Art, April 1885",Various,,,['en'],13,"{'American literature -- Periodicals', 'Literature -- Periodicals'}",
47959,PG53213,"Marjorie Dean, Marvelous Manager","Chase, Josephine",,1931.0,['en'],8,"{'Interpersonal relations -- Juvenile fiction', 'Occupations -- Juvenile fiction', 'Young women -- Social life and customs -- Juvenile fiction'}",
47962,PG53216,"An Essay on the Incubus, or Night-mare","Bond, John, M.D.",,,['en'],15,{'Nightmares -- Physiological aspects -- Early works to 1800'},
47965,PG53219,The History of Bread: From Pre-historic to Modern Times,"Ashton, John",1834.0,1911.0,['en'],146,{'Bread -- History'},
47967,PG53220,"The House of Cariboo, and Other Tales from Arcadia","Gardiner, A. Paul",,,['en'],7,{'Canada -- Fiction'},
47969,PG53222,Royal Railways with Uniform Rates: A proposal for amalgamation of Railways with the General Post Office and adoption of uniform fares and rates for any distance,"Arnold, Whately C.",,,['en'],8,"{'Railroads and state -- Great Britain', 'Railroads -- Freight -- Rates -- Great Britain'}",
47973,PG53226,"Oscar Wilde, a study","Gide, André",1869.0,1951.0,['en'],59,"{'Wilde, Oscar, 1854-1900'}",
47974,PG53227,"The American Missionary — Volume 32, No. 06, June, 1878",Various,,,['en'],5,"{'Congregational churches -- Missions -- Periodicals', 'Home missions -- Periodicals'}",
47975,PG53228,"Eclectic Magazine of Foreign Literature, Science, and Art, February 1885",Various,,,['en'],18,"{'American literature -- Periodicals', 'Literature -- Periodicals'}",
47978,PG53230,Ancient Streets and Homesteads of England,"Rimmer, Alfred",1829.0,1893.0,['en'],34,"{'England -- Description and travel', 'Historic buildings -- England'}",
47979,PG53231,"The Southern States, March, 1894: An illustrated monthly magazine devoted to the South",Various,,,['en'],17,"{'Southern States -- Periodicals', 'Southern States -- Industries -- Periodicals', 'Agriculture -- Southern States -- Periodicals'}",
47983,PG53235,"The Practical Magician and Ventriloquist's Guide: A practical manual of fireside magic and conjuring illusions, containing also complete instructions for acquiring and practising the art of ventriloquism.",Anonymous,,,['en'],47,"{'Magic tricks -- Handbooks, manuals, etc.', 'Ventriloquism -- Handbooks, manuals, etc.'}",
47984,PG53236,A Thanksgiving Dream: A One Act Play for Primary Children,"Preston, Effa E. (Effa Estelle)",1884.0,1975.0,['en'],4,"{'Thanksgiving Day -- Juvenile drama', ""Children's plays""}",
47989,PG53240,Mother Goose's Teddy Bears,"Cavally, Frederick Leopold",1880.0,,['en'],21,"{'Teddy bears -- Juvenile poetry', 'Nursery rhymes'}",
47991,PG53242,"The American Missionary — Volume 32, No. 07, July 1878",Various,,,['en'],3,"{'Congregational churches -- Missions -- Periodicals', 'Home missions -- Periodicals'}",
47992,PG53243,Historical Sketches of Colonial Florida,"Campbell, Richard L.",,,['en'],12,"{'Pensacola (Fla.) -- History', 'Florida -- History -- To 1821'}",
47994,PG53245,Little Dramas for Primary Grades,"Lawrence, Lillian Nixon",,,['en'],21,"{""Children's plays"", 'Readers (Primary)'}",
47998,PG53249,The Laughing Girl,"Chambers, Robert W. (Robert William)",1865.0,1933.0,['en'],49,"{'Switzerland -- Fiction', 'Love stories', 'Hotels -- Fiction', 'World War, 1914-1918 -- Switzerland -- Fiction'}",
47999,PG5324,The Book of Were-Wolves,"Baring-Gould, S. (Sabine)",1834.0,1924.0,['en'],173,{'Werewolves'},
48000,PG53250,The Golden Age,"Grahame, Kenneth",1859.0,1932.0,['en'],22,"{'Brothers and sisters -- Fiction', 'England -- Fiction', 'Pastoral fiction', 'Bildungsromans', 'Country life -- Fiction'}",
48002,PG53252,The Boy Apprenticed to an Enchanter,"Colum, Padraic",1881.0,1972.0,['en'],25,"{'Apprentices -- Juvenile fiction', 'Fantasy fiction', 'Horses -- Juvenile fiction', ""Children's stories"", 'Magicians -- Juvenile fiction'}",
48004,PG53254,"A Plain and Literal Translation of the Arabian Nights Entertainments, Now Entituled the Book of the Thousand Nights and a Night, Volume 04 (of 17)",,,,['en'],34,"{'Fairy tales -- Arab countries', 'Folklore -- Arab countries'}",
48006,PG53256,The Room with the Little Door,"Molineux, Roland Burnham",,,['en'],9,"{'Prisoners -- New York (State) -- Biography', 'Prisons -- New York (State)', 'Molineux, Roland Burnham'}",
48009,PG53259,"Horton Genealogy: or Chronicles of the Descendants of Barnabas Horton, of Southold, L. I., 1640.","Horton, Geo. F. (George Firman)",1806.0,1886.0,['en'],125,{'Horton family'},
48013,PG53262,Manners for Men,"Humphry, Mrs.",,1925.0,['en'],32,{'Etiquette for men'},
48015,PG53264,"A History of the Peninsular War, Vol. 1, 1807-1809: From the Treaty of Fontainbleau to the Battle of Corunna","Oman, Charles",1860.0,1946.0,['en'],124,"{'Peninsular War, 1807-1814'}",
48019,PG53268,Murder at Large,"Frost, Lesley",1899.0,1983.0,['en'],14,"{'Detective and mystery stories', 'American fiction -- 20th century', 'Murder -- Fiction', 'Long Island (N.Y.) -- Fiction'}",
48020,PG53269,Atom Mystery [Young Atom Detective],"Coombs, Charles Ira",1914.0,1994.0,['en'],12,"{'Nuclear physics -- Juvenile fiction', 'Mystery and detective stories', 'Scientists -- Juvenile fiction'}",
48022,PG53270,"The Pilgrim Story: Being largely a compilation from the documents of Governor Bradford and Governor Winslow, severally and in collaboration; together with a list of Mayflower passengers.","Atwood, William Franklin",1867.0,1944.0,['en'],61,"{'Pilgrims (New Plymouth Colony)', 'Massachusetts -- History -- New Plymouth, 1620-1691'}",
48023,PG53271,The Brighton Boys at Chateau-Thierry,"Driscoll, James R.",,,['en'],6,"{'World War, 1914-1918 -- Campaigns -- France -- Juvenile fiction'}",
48025,PG53273,"Famous Assassinations of History from Philip of Macedon, 336 B. C., to Alexander of Servia, A. D. 1903","Johnson, Francis",1837.0,1908.0,['en'],46,{'Assassination'},
48027,PG53275,"The Every-day Book and Table Book, v. 1 (of 3): or Everlasting Calendar of Popular Amusements, Sports, Pastimes, Ceremonies, Manners, Customs and Events, Incident to Each of the Three Hundred and Sixty-five Days, in past and Present Times; Forming a Complete History of the Year, Month, and Seasons, and a Perpetual Key to the Almanac","Hone, William",1780.0,1842.0,['en'],64,"{'Great Britain -- Social life and customs', 'Days'}",
48028,PG53276,"The Every-day Book and Table Book. v. 2 (of 3): or Everlasting Calendar of Popular Amusements, Sports, Pastimes, Ceremonies, Manners, Customs and Events, Incident to Each of the Three Hundred and Sixty-five Days, in past and Present Times; Forming a Complete History of the Year, Month, and Seasons, and a Perpetual Key to the Almanac","Hone, William",1780.0,1842.0,['en'],22,"{'Great Britain -- Social life and customs', 'Days'}",
48030,PG53278,Lord Lawrence,"Temple, Richard Carnac, Sir",1850.0,1931.0,['en'],18,"{'Lawrence, John Laird Mair, 1811-1879', 'India -- History -- British occupation, 1765-1947 -- Biography'}",
48033,PG53280,Will Rossiter's Original Talkalogues by American Jokers,,,,['en'],9,{'American wit and humor'},
48034,PG53281,The Child of the Moat: A Story for Girls. 1557 A.D.,"Stoughton Holborn, I. B. (Ian Bernard)",1872.0,1935.0,['en'],23,"{'Girls -- Juvenile fiction', 'Adventure stories', 'Great Britain -- History -- Mary I, 1553-1558 -- Juvenile fiction'}",
48038,PG53285,"Historical Characters: Mackintosh, Talleyrand, Canning, Cobbett, Peel","Dalling and Bulwer, Henry Lytton Bulwer, Baron",1801.0,1872.0,['en'],23,"{'Canning, George, 1770-1827', 'Mackintosh, James, Sir, 1765-1832', 'Cobbett, William 1763-1835', 'Talleyrand-Périgord, Charles Maurice de, prince de Bénévent, 1754-1838', 'Peel, Robert, 1788-1850'}",
